programid,concertnumber,eventtype,location,venue,date,time
3882,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-10-17,14:45
892,1,Young People's Concert,"Manhattan, NY",Town Hall,1948-10-16,11:00
3886,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-10-21,20:45
3886,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-10-22,14:30
3891,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-10-23,20:45
3898,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-10-24,14:45
3904,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-10-28,20:45
3904,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-10-29,14:30
3910,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-10-30,20:45
3912,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-10-31,14:45
852,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-04,20:45
852,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-05,14:30
855,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-06,20:45
859,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-07,14:45
864,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-11,20:45
867,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-12,14:30
869,1,Runout,"Princeton, NJ",McCarter Theatre,1948-11-13,20:30
874,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-14,14:45
877,1,Subscription Season,"Manhattan, NY",Plaza Hotel,1948-11-16,
881,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-18,20:45
881,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-19,14:30
5270,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1948-11-20,11:00
882,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-21,14:45
888,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-25,20:45
888,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-26,14:30
889,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-11-28,14:45
5224,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-02,20:45
5224,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-03,14:30
5228,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-04,20:45
5232,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-05,14:45
5236,1,Special,"Manhattan, NY",Waldorf-Astoria Hotel,1948-12-07,
5239,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-09,20:45
5239,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-10,14:30
5243,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-11,20:45
5248,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-12,14:45
5252,1,Runout,"Newark, NJ",Mosque Theatre,1948-12-14,20:40
5256,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-16,20:45
5256,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-17,14:30
2261,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1948-12-18,11:00
5258,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-19,14:45
5262,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-23,20:45
5262,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-24,14:30
5262,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-26,14:45
2650,1,Private Concert,"Manhattan, NY",Hotel Plaza,1948-12-27,20:45
5266,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-30,20:45
5266,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1948-12-31,14:30
1533,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-02,14:45
1539,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-06,20:45
1539,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-07,14:30
1544,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-08,20:45
1547,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-09,14:45
1550,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-13,20:45
1550,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-14,14:30
1554,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-15,20:45
1554,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-16,14:45
1560,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-20,20:45
1560,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-21,14:30
1565,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-22,20:45
1571,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-23,14:45
1575,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-27,20:45
1575,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-28,14:30
1576,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-29,20:45
1586,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-01-30,14:45
5930,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-03,20:45
5930,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-04,14:30
5936,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-05,20:45
5941,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-06,14:45
309,1,Special,"Manhattan, NY",Metropolitan Opera House (39th street),1949-02-06,20:15
5945,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-10,20:45
5945,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-11,14:30
5948,1,Pension Fund Benefit Concert,"Manhattan, NY",Carnegie Hall,1949-02-12,20:45
5952,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-13,14:45
5957,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-17,20:45
5957,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-18,14:30
2971,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1949-02-19,11:00
5961,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-20,14:45
5969,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-24,20:45
5969,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-25,14:30
5969,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-27,14:45
5971,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-02-26,20:45
2881,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-03,20:45
2881,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-04,14:30
2886,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-05,20:45
2891,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-06,14:45
2897,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-10,20:45
2897,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-11,14:30
7311,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1949-03-12,11:00
2901,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-13,14:45
310,1,Private Concert,"Manhattan, NY",Plaza Hotel,1949-03-14,20:45
2908,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-17,20:45
2908,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-18,14:30
2916,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-20,14:45
2925,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-24,20:45
2925,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-25,14:30
2937,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-26,20:45
2944,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-27,14:45
2952,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-03-31,20:45
2952,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-04-01,14:30
2952,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-04-03,14:45
7236,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-04-02,20:45
7242,1,Runout,"Hartford, CT",Bushnell Auditorium,1949-04-05,20:15
7248,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-04-07,20:45
7248,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-04-08,14:30
7248,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-04-10,14:45
4298,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1949-04-09,11:00
7255,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-04-14,20:45
7255,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-04-15,14:30
4303,1,Young People's Concert,"Manhattan, NY",Town Hall,1949-04-16,11:00
7263,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-04-17,15:00
2132,1,Tour,"White Plains, NY",Unknown Venue,1949-04-18,
2132,2,Tour,"Richmond, VA",The Mosque,1949-04-19,
2132,3,Tour,"Columbia, SC",Columbia Music Festival,1949-04-20,20:30
13141,1,Tour,"White Plains, NY",Unknown Venue,1949-04-18,
13137,1,Tour,"Richmond, VA",The Mosque,1949-04-19,
13138,1,Tour,"Columbia, SC",Columbia Music Festival,1949-04-20,20:30
2134,1,Tour,"Atlanta, GA",Municipal Auditorium,1949-04-21,20:30
2136,1,Tour,"Spartanburg, SC",Unknown Venue,1949-04-22,
13139,1,Tour,"Knoxville, TN",Alumni Memorial Auditorium,1949-04-23,
2140,1,Tour,"Birmingham, AL",Municipal Auditorium,1949-04-24,13:15
2144,1,Tour,"Chattanooga, TN",Unknown Venue,1949-04-25,
2148,1,Tour,"Roanoke, VA",American Legion Auditorium,1949-04-26,
2151,1,Tour,"Bloomington, IN",Indiana University Auditorium,1949-04-27,
2153,1,Tour,"Cincinnati, OH",Music Hall,1949-04-28,20:30
2156,1,Tour,"Toledo, OH",Sports Arena,1949-04-29,20:30
2160,1,Tour,"Pittsburgh, PA",Syria Mosque,1949-04-30,
6476,1,Tour,"Washington, DC",Constitution Hall,1949-05-01,14:45
10966,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-06-20,20:30
10967,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-06-21,20:30
10968,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-06-22,20:30
11192,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-06-23,20:30
10969,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-06-25,20:30
10970,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-06-27,20:30
10971,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-06-28,20:30
10972,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-06-29,20:30
10973,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-06-30,20:30
10974,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-02,20:30
10975,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-05,20:30
10976,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-06,20:30
10978,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-07,20:30
10979,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-09,20:30
10980,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-11,20:30
10982,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-13,20:30
10983,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-14,20:30
10984,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-16,20:30
10985,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-18,20:30
10986,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-19,20:30
10987,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-20,20:30
10988,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-21,20:30
10989,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-23,20:30
10990,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-25,20:30
10991,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-26,20:30
10992,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-27,20:30
10993,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-29,20:30
10994,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-07-30,20:30
10995,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-01,20:30
10996,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-02,20:30
10997,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-03,20:30
10998,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-05,20:30
10999,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-06,20:30
11003,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-08,20:30
11004,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-09,20:30
11006,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-10,20:30
11009,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-11,20:30
11010,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1949-08-13,20:30
4790,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-13,20:45
4790,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-14,14:30
4791,1,Subscription Season,"Manhattan, NY",Hunter College,1949-10-15,20:20
4796,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-16,14:45
4799,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-20,20:45
4799,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-21,14:30
1791,1,Young People's Concert,"Manhattan, NY",Town Hall,1949-10-22,11:00
4801,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-23,14:45
4803,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-27,20:45
4803,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-28,14:30
4808,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-29,20:45
4810,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-10-30,14:45
1733,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-03,20:45
1733,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-04,14:30
1735,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-05,20:45
1740,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-06,14:45
1743,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-10,20:45
1743,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-11,14:30
1745,1,Pension Fund Benefit Concert,"Manhattan, NY",Carnegie Hall,1949-11-12,20:45
1748,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-13,14:45
1754,1,Runout,"Norwalk, CT",High School Auditorium,1949-11-15,
1758,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-17,20:45
1758,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-18,14:30
6198,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1949-11-19,11:00
1764,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-20,14:45
1768,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-24,20:45
1768,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-25,14:30
1775,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-26,20:45
1777,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-11-27,14:45
1783,1,Special,"Manhattan, NY",Hotel Astor,1949-11-30,20:30
6134,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-01,20:45
6134,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-02,14:30
6134,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-03,20:45
6140,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-04,14:45
6148,1,Special,"Manhattan, NY",Waldorf-Astoria Hotel,1949-12-05,
6155,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-08,20:45
6155,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-09,14:30
3161,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1949-12-10,11:00
6160,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-11,14:45
6163,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-15,20:45
6163,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-16,14:30
3163,1,Young People's Concert,"Manhattan, NY",Town Hall,1949-12-17,11:00
6167,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-18,14:45
6170,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-22,20:45
6170,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-23,14:30
6170,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-25,15:00
6174,1,Runout,"Hartford, CT",Bushnell Auditorium,1949-12-27,20:15
6179,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-29,20:45
6179,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1949-12-30,14:30
2451,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-01,14:45
2456,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-05,20:45
2456,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-06,14:30
2462,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-07,20:45
2465,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-08,14:45
7275,1,Private Concert,"Manhattan, NY",Hotel Plaza,1950-01-10,20:45
2468,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-12,20:45
2468,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-13,14:30
2472,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-14,20:45
2472,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-15,14:45
2476,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-19,20:45
2476,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-20,14:30
2476,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-22,14:45
2482,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-21,20:45
2489,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-26,20:45
2489,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-27,14:30
2494,1,Pension Fund Benefit Concert,"Manhattan, NY",Carnegie Hall,1950-01-28,20:45
2499,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-01-29,14:45
2502,1,Runout,"Newark, NJ",Mosque Theatre,1950-01-31,20:40
6786,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-02,20:45
6786,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-03,14:30
3848,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1950-02-04,11:00
6792,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-05,14:45
6798,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-09,20:45
6798,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-10,14:30
6803,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-11,20:45
6807,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-12,14:45
6812,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-16,20:45
6812,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-17,14:30
6817,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-18,20:45
6822,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-19,14:45
6829,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-23,20:45
6829,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-24,14:30
6830,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-25,20:45
6841,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-02-26,14:45
6847,1,Runout,"Philadelphia, PA",Academy of Music,1950-02-28,20:30
3778,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-02,20:45
3778,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-03,14:30
822,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1950-03-04,11:00
3785,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-05,14:45
3790,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-09,20:45
3790,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-10,14:30
825,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1950-03-11,11:00
3796,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-12,14:45
3801,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-16,20:45
3801,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-17,14:30
3804,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-18,20:45
3808,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-19,14:45
3813,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-23,20:45
3813,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-24,14:30
3818,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-25,20:45
3824,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-26,14:45
3828,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-30,20:45
3828,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-03-31,14:30
756,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-01,20:45
763,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-02,14:45
5581,1,Private Concert,"Manhattan, NY",Hotel Plaza,1950-04-03,20:45
769,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-06,20:45
769,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-07,14:30
775,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-09,14:45
780,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-13,20:45
10108,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-14,14:30
5191,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1950-04-15,11:00
785,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-16,14:45
789,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-20,20:45
789,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-21,14:30
789,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-23,14:45
794,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1950-04-22,20:45
10673,1,Carnegie Pop Concert,"Manhattan, NY",Carnegie Hall,1950-05-03,20:30
9643,1,Carnegie Pop Concert,"Manhattan, NY",Carnegie Hall,1950-05-04,20:30
10823,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-06-20,20:30
10824,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-06-20,20:30
10826,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-06-21,20:30
10827,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-06-22,20:30
10828,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-06-24,20:30
10830,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-06-26,20:30
10831,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-06-27,20:30
10832,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-06-28,20:30
10833,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-06-29,20:30
10835,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-01,20:30
11001,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-03,20:30
11002,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-04,20:30
11007,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-06,20:30
11008,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-08,20:30
11016,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-11,20:30
11011,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-12,20:30
11019,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-14,20:30
11021,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-15,20:30
11024,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-17,20:15
11026,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-18,20:30
11028,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-19,20:30
11030,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-20,20:30
11031,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-22,20:30
11086,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-24,20:30
11087,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-25,20:30
11088,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-26,20:30
11089,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-27,20:30
11091,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-29,20:30
11092,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-07-31,20:30
11093,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-08-01,20:30
11094,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-08-02,20:30
11095,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-08-04,20:30
11096,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1950-08-05,20:30
3128,1,Special,"Manhattan, NY",Roxy Theatre,1950-09-01,12:00
3128,2,Special,"Manhattan, NY",Roxy Theatre,1950-09-01,
3128,3,Special,"Manhattan, NY",Roxy Theatre,1950-09-01,
3128,4,Special,"Manhattan, NY",Roxy Theatre,1950-09-01,
3128,5,Special,"Manhattan, NY",Roxy Theatre,1950-09-02,
3128,6,Special,"Manhattan, NY",Roxy Theatre,1950-09-02,
3128,7,Special,"Manhattan, NY",Roxy Theatre,1950-09-02,
3128,8,Special,"Manhattan, NY",Roxy Theatre,1950-09-02,
3128,9,Special,"Manhattan, NY",Roxy Theatre,1950-09-03,
3128,10,Special,"Manhattan, NY",Roxy Theatre,1950-09-03,
3128,11,Special,"Manhattan, NY",Roxy Theatre,1950-09-03,
3128,12,Special,"Manhattan, NY",Roxy Theatre,1950-09-03,
3128,13,Special,"Manhattan, NY",Roxy Theatre,1950-09-04,
3128,14,Special,"Manhattan, NY",Roxy Theatre,1950-09-04,
3128,15,Special,"Manhattan, NY",Roxy Theatre,1950-09-04,
3128,16,Special,"Manhattan, NY",Roxy Theatre,1950-09-04,
3134,1,Special,"Manhattan, NY",Roxy Theatre,1950-09-05,
